[95.293761417776849, 2496.1477591597918, 0.00693962921206268, [-0.73, -0.68, -0.8, -0.76], 703.6621455531348]
[123.73217377028655, 1628.2673655516207, 0.0042836317679497884, [-0.42, -0.53, -0.94, -0.64], 903.0307664896548]
[66.500129975200636, 1859.432288921776, 0.0019764464843275618, [-0.84, -0.85, -0.01, -0.79], 396.22413508104205]
[89.748686383247914, 2189.7016494143236, 0.0090604085249069641, [-0.43, -0.81, -0.51, -0.92], 503.8500472639705]
[106.37178458857343, 2047.7832796104485, 0.0083746867656970016, [-0.51, -0.56, -0.9, -0.65], 678.3381130748439]
[143.65351935099721, 1811.7787453927431, 0.0036336294955097133, [-0.43, -0.54, -0.96, -0.86], 1422.2636013009806]
[64.547063746485904, 2218.6342834582956, 0.0010560162613735503, [-0.83, -0.84, -0.0, -0.77], 395.8064403632843]
[65.172278444798224, 1699.3639105457851, 0.0055729303351055772, [-0.83, -0.84, -0.01, -0.77], 379.01101684972946]
[67.267168257242389, 2291.2441564947453, 0.0019764464843275618, [-0.86, -0.88, -0.02, -0.8], 409.1111406927421]
[113.64032190033959, 2189.7016494143236, 0.0050368655976752155, [-0.44, -0.58, -0.94, -0.59], 1050.7166470111351]
[129.05181361537299, 2047.7832796104485, 0.0050368655976752155, [-0.43, -0.6, -0.96, -0.39], 1508.3487279394567]
[80.97643844373772, 2003.7855160413908, 0.005339791226415932, [-0.67, -0.89, -0.31, -0.9], 423.50567357813816]
[95.293761417776849, 2051.5638207475804, 0.0084762509009720169, [-0.41, -0.78, -0.79, -0.79], 531.9286625627519]
[131.55348722098614, 2270.3988459154866, 0.0046678685167223788, [-0.43, -0.5, -0.96, -0.86], 2002.5787099437493]
[129.86322167023212, 2277.312733991886, 0.0025434874579095428, [-0.43, -0.52, -0.96, -0.42], 1921.9956454538096]
[106.51350702343051, 2070.8926191554833, 0.0059806318648849147, [-0.5, -0.55, -0.91, -0.65], 692.9749458534243]
[116.13973203111627, 2401.9925465651972, 0.0083746867656970016, [-0.51, -0.69, -0.95, -0.5], 1414.6392792120168]
[119.76483845747106, 2369.9542826543043, 0.0063037942314666398, [-0.51, -0.57, -0.96, -0.47], 1651.116279314705]
